3.32967,341
4.590474260257976,308
6.3286914120891815,776
7.430911715601292,972
9.204771468616403,1061
9.710816280567773,1239
10.244681593286167,1325
11.402075684948246,2073
12.69022650840491,2938
13.387888944562203,3048
14.123906320601977,4805
16.583760230010945,9284
17.49547497009498,5552
18.457312466161834,7374
19.472028284790476,9207
20.54252948357469,12079
21.671882939547412,8656
22.86332413547141,22321
24.120266429168243,16744
25.446310832441217,29084
26.845256327607803,16920
28.3211107511976,27805
29.87810227599621,32915
31.520691524330154,28889
33.25358434729609,42628
35.08174530654541,41688
37.01041189724841,59149
39.04510955298511,53066
41.19166747555036,50766
43.456235335023955,40725
45.8453008879499,64104
48.36570856409874,67087
51.02467907506278,63262
53.82983010086011,65989
56.7891981138129,59177
59.91126140222322,79131
63.20496435980622,97115
66.67974311046856,85437
70.34555254184326,92714
74.21289482503019,82286
78.2928495022476,93613
82.59710522859402,75193
87.13799325885537,77189
91.928522775296,100535
96.98241815764216,94688
102.31415830203383,101394
107.93901810158935,77214
113.87311220742,65057
120.13344119546635,56120
126.73794027141882,79029
133.70553065325745,39096
141.05617377861654,60103
148.8109284922726,24885
156.9920113775928,43501
165.62286040478577,37096
174.72820207830222,36182
184.33412227575468,22089
194.46814098130284,36170
205.15929112760944,53959
216.43820177223765,41589
228.33718584678616,16805
240.89033273015056,1093
254.1336059111255,794
268.1049460201431,24005
282.8443795253172,372
298.3941334042048,13528
