3.32967,269
4.590474260257976,264
6.3286914120891815,579
7.430911715601292,646
9.204771468616403,868
9.710816280567773,939
10.244681593286167,1166
11.402075684948246,1579
12.69022650840491,1958
13.387888944562203,2349
14.123906320601977,3611
16.583760230010945,5273
17.49547497009498,2842
18.457312466161834,4901
19.472028284790476,5967
20.54252948357469,8161
21.671882939547412,5389
22.86332413547141,12199
24.120266429168243,7956
25.446310832441217,14841
26.845256327607803,10110
28.3211107511976,14964
29.87810227599621,16710
31.520691524330154,15394
33.25358434729609,20420
35.08174530654541,19572
37.01041189724841,26701
39.04510955298511,23392
41.19166747555036,28158
43.456235335023955,24376
45.8453008879499,35635
48.36570856409874,34275
51.02467907506278,30301
53.82983010086011,40652
56.7891981138129,38356
59.91126140222322,47423
63.20496435980622,67314
66.67974311046856,61529
70.34555254184326,66957
74.21289482503019,73263
78.2928495022476,56520
82.59710522859402,70468
87.13799325885537,80085
91.928522775296,88155
96.98241815764216,79340
102.31415830203383,95461
107.93901810158935,100420
113.87311220742,74376
120.13344119546635,91649
126.73794027141882,83062
133.70553065325745,105035
141.05617377861654,137836
148.8109284922726,84419
156.9920113775928,109640
165.62286040478577,101531
174.72820207830222,35737
184.33412227575468,63929
194.46814098130284,70206
205.15929112760944,79009
216.43820177223765,77430
228.33718584678616,38111
240.89033273015056,59669
254.1336059111255,66947
268.1049460201431,40579
282.8443795253172,64719
298.3941334042048,68814
314.7987561197997,5135
332.1052452473471,6299
350.363182117617,4954
369.6248738623706,3961
389.94550326897445,48443
411.38328687346996,56523
