3.32967,453
4.590474260257976,410
6.3286914120891815,865
7.430911715601292,1151
9.204771468616403,1371
9.710816280567773,1192
10.244681593286167,1536
11.402075684948246,2102
12.69022650840491,2795
13.387888944562203,3013
14.123906320601977,4857
16.583760230010945,8678
17.49547497009498,5300
18.457312466161834,7765
19.472028284790476,8134
20.54252948357469,12131
21.671882939547412,8252
22.86332413547141,18908
24.120266429168243,14189
25.446310832441217,26519
26.845256327607803,13922
28.3211107511976,21219
29.87810227599621,28317
31.520691524330154,20680
33.25358434729609,27992
35.08174530654541,35706
37.01041189724841,40699
39.04510955298511,36147
41.19166747555036,41559
43.456235335023955,32957
45.8453008879499,45112
48.36570856409874,40961
51.02467907506278,46310
53.82983010086011,55174
56.7891981138129,39519
59.91126140222322,53722
63.20496435980622,71082
66.67974311046856,60266
70.34555254184326,69782
74.21289482503019,58068
78.2928495022476,74245
82.59710522859402,83884
87.13799325885537,83329
91.928522775296,74867
96.98241815764216,82273
102.31415830203383,95706
107.93901810158935,72782
113.87311220742,94602
120.13344119546635,88808
126.73794027141882,70767
133.70553065325745,66784
141.05617377861654,97277
148.8109284922726,48916
156.9920113775928,43019
165.62286040478577,68439
174.72820207830222,65081
184.33412227575468,53273
194.46814098130284,30774
205.15929112760944,16787
216.43820177223765,3176
228.33718584678616,34812
240.89033273015056,18534
254.1336059111255,9420
