3.32967,567
4.590474260257976,343
6.3286914120891815,649
7.430911715601292,759
9.204771468616403,474
9.710816280567773,958
10.244681593286167,913
11.402075684948246,706
12.69022650840491,1468
13.387888944562203,1705
14.123906320601977,1907
16.583760230010945,2622
17.49547497009498,1772
18.457312466161834,2266
19.472028284790476,3031
20.54252948357469,3988
21.671882939547412,2868
22.86332413547141,5043
24.120266429168243,3485
25.446310832441217,6984
26.845256327607803,4187
28.3211107511976,8448
29.87810227599621,9475
31.520691524330154,8014
33.25358434729609,12666
35.08174530654541,12147
37.01041189724841,14528
39.04510955298511,13173
41.19166747555036,17214
43.456235335023955,11853
45.8453008879499,15764
48.36570856409874,17924
51.02467907506278,26094
53.82983010086011,23387
56.7891981138129,26594
59.91126140222322,34396
63.20496435980622,35226
66.67974311046856,31104
70.34555254184326,38655
74.21289482503019,41071
78.2928495022476,49580
82.59710522859402,40098
87.13799325885537,61288
91.928522775296,69205
96.98241815764216,63636
102.31415830203383,66943
107.93901810158935,65738
113.87311220742,66236
120.13344119546635,57097
126.73794027141882,65303
133.70553065325745,79966
141.05617377861654,59938
148.8109284922726,70667
156.9920113775928,60847
165.62286040478577,82709
174.72820207830222,112697
184.33412227575468,32933
194.46814098130284,64804
205.15929112760944,64275
216.43820177223765,47225
228.33718584678616,109990
240.89033273015056,93776
254.1336059111255,53160
268.1049460201431,66105
282.8443795253172,55921
298.3941334042048,40634
314.7987561197997,89898
332.1052452473471,57912
350.363182117617,67979
369.6248738623706,71420
389.94550326897445,63449
411.38328687346996,92596
433.9996417450278,48755
457.85936143960487,51086
483.03080162688684,50518
509.5860759223325,19105
537.6012624853421,24203
567.1566219754463,27565
598.3368274909325,225550
631.2312071486535,147614
665.9340000000001,261576
