0.0,567,-5
10.0,7475,5
20.0,31970,15
30.0,56363,25
40.0,73818,35
50.0,94429,45
60.0,77302,55
70.0,95162,65
80.0,92705,75
90.0,110348,85
100.0,89104,95
110.0,88767,105
120.0,54366,115
130.0,90868,125
140.0,89891,135
150.0,54359,145
160.0,69640,155
170.0,135113,165
180.0,56241,175
190.0,66707,185
200.0,0,195
210.0,77606,205
220.0,58599,215
230.0,45236,225
240.0,72997,235
250.0,72790,245
260.0,0,255
270.0,47247,265
280.0,9325,275
290.0,0,285
300.0,42756,295
310.0,43860,305
320.0,0,315
330.0,5255,325
340.0,0,335
350.0,3572,345
360.0,0,355
