0.0,215,-5
10.0,4450,5
20.0,20741,15
30.0,37179,25
40.0,58126,35
50.0,79581,45
60.0,81246,55
70.0,122955,65
80.0,109359,75
90.0,130363,85
100.0,219651,95
110.0,272532,105
120.0,157797,115
130.0,291573,125
140.0,137839,135
150.0,151006,145
160.0,113887,155
170.0,191163,165
180.0,106087,175
190.0,77963,185
200.0,0,195
210.0,52798,205
220.0,29642,215
230.0,1884,225
240.0,2255,235
250.0,13240,245
260.0,0,255
270.0,2183,265
280.0,13660,275
290.0,0,285
300.0,945,295
310.0,1047,305
320.0,0,315
330.0,36896,325
