0.0,306,-5
10.0,4981,5
20.0,16183,15
30.0,31334,25
40.0,43187,35
50.0,61100,45
60.0,64262,55
70.0,89263,65
80.0,87607,75
90.0,139642,85
100.0,146395,95
110.0,213407,105
120.0,108533,115
130.0,237317,125
140.0,142298,135
150.0,130921,145
160.0,173401,155
170.0,263227,165
180.0,117467,175
190.0,73614,185
200.0,0,195
210.0,79283,205
220.0,138011,215
230.0,94384,225
240.0,108003,235
250.0,65698,245
260.0,0,255
270.0,47957,265
280.0,55115,275
290.0,0,285
300.0,5511,295
310.0,10325,305
320.0,0,315
330.0,38474,325
340.0,0,335
350.0,16188,345
360.0,0,355
370.0,6725,365
380.0,0,375
390.0,28098,385
400.0,0,395
410.0,1777,405
420.0,0,415
430.0,1400,425
440.0,0,435
450.0,0,445
460.0,2767,455
470.0,0,465
480.0,5867,475
490.0,0,485
500.0,0,495
510.0,30463,505
520.0,0,515
530.0,0,525
540.0,91694,535
550.0,0,545
560.0,0,555
570.0,1554,565
580.0,0,575
590.0,0,585
600.0,1388,595
610.0,0,605
620.0,0,615
630.0,65916,625
