0.0,519,-5
10.0,7776,5
20.0,25128,15
30.0,49672,25
40.0,68590,35
50.0,97024,45
60.0,120440,55
70.0,169276,65
80.0,140636,75
90.0,169904,85
100.0,167057,95
110.0,177985,105
120.0,82686,115
130.0,207041,125
140.0,155292,135
150.0,106993,145
160.0,67076,155
170.0,92047,165
180.0,56110,175
190.0,51324,185
200.0,0,195
210.0,45048,205
220.0,34949,215
230.0,4121,225
240.0,36543,235
250.0,20515,245
