c_std_hi,c_mean_hi,contribution_hi,lengths_hi,bins_hi,weights_hi,relweights_hi,c_std_lo,c_mean_lo,contribution_lo,lengths_lo,bins_lo,weights_lo,relweights_lo
,,,30.005391445574787,,,,,,,131.17631818853837,,,
,,,18.003234867344872,,,,,,,49.50049742963712,,,
,,,20.003594297049858,,,,,,,70.71499632805302,,,
,,,36.006469734689745,,,,,,,28.639573512861475,,,
,,,48.00862631291966,,,,,,,29.346723476142007,,,
,,,24.00431315645983,,,,,,,107.13321943700034,,,
,,,27.00485230101731,,,,,,,44.90402266831367,,,
,,,9.001617433672436,,,,,,,38.18609801714864,,,
,,,12.002156578229915,,,,,,,123.04409361081227,,,
,,,33.005930590132266,,,,,,,177.03180952889124,,,
,,,2.000359429704986,,,,,,,91.01635405157685,,,
,,,52.00934517232963,,,,,,,98.0176120555443,,,
,,,71.012759754527,,,,,,,33.005930590132266,,,
,,,129.02318321597159,,,,,,,12.002156578229915,,,
,,,54.00970460203462,,,,,,,156.77817030312826,,,
,,,17.00305515249238,,,,,,,30.005391445574787,,,
,,,33.005930590132266,,,,,,,11.001976863377422,,,
,,,4.950049742963712,,,,,,,15.002695722787394,,,
,,,113.85114408816537,,,,,,,7.00125800396745,,,
,,,2.1214498898415908,,,,,,,9.001617433672436,,,
,,,60.814896842125606,,,,,,,5.0008985742624645,,,
,,,22.62879882497697,,,,,,,45.00808716836218,,,
,,,55.157697135881364,,,,,,,40.007188594099716,,,
,,,9.900099485927424,,,,,,,73.01311918423198,,,
,,,11.314399412488484,,,,,,,163.02929352095634,,,
,,,21.00377401190235,,,,,,,6.001078289114957,,,
,,,92.01653376642935,,,,,,,8.001437718819943,,,
,,,13.002336293082408,,,,,,,98.0176120555443,,,
,,,5.0008985742624645,,,,,,,48.00862631291966,,,
,,,6.001078289114957,,,,,,,106.01904977436425,,,
,,,7.00125800396745,,,,,,,38.18609801714864,,,
,,,23.004133441607337,,,,,,,57.98629698900348,,,
,,,4.000718859409972,,,,,,,153.45154203187508,,,
,,,128.0230035011191,,,,,,,22.62879882497697,,,
,,,3.0005391445574787,,,,,,,83.44369566710257,,,
,,,8.001437718819943,,,,,,,88.39374541006629,,,
,,,5.0008985742624645,,,,,,,79.20079588741939,,,
,,,5.0008985742624645,,,,,,,202.9520394615122,,,
,,,16.002875437639887,,,,,,,129.02318321597159,,,
,,,8.001437718819943,,,,,,,105.01887005951176,,,
,,,10.001797148524929,,,,,,,141.0253397942015,,,
,,,17.00305515249238,,,,,,,4.000718859409972,,,
,,,17.00305515249238,,,,,,,51.00916545747714,,,
,,,66.01186118026453,,,,,,,98.76774684168367,,,
,,,91.01635405157685,,,,,,,13.002336293082408,,,
,,,59.01060317629708,,,,,,,24.00431315645983,,,
,,,25.004492871312323,,,,,,,28.0050320158698,,,
,,,51.26837233779182,,,,,,,4.000718859409972,,,
,,,26.518123622995766,,,,,,,27.00485230101731,,,
,,,14.142999265597743,,,,,,,2.000359429704986,,,
,,,11.314399412478194,,,,,,,5.0008985742624645,,,
,,,62.582771750270005,,,,,,,34.00611030498476,,,
,,,8.485799559358645,,,,,,,7.00125800396745,,,
,,,72.48287123618843,,,,,,,142.025519509054,,,
,,,2.8285998531195484,,,,,,,101.01815120010178,,,
,,,31.468173365954975,,,,,,,98.0176120555443,,,
,,,22.982373806596332,,,,,,,167.03001238036632,,,
,,,22.628798824956387,,,,,,,36.006469734689745,,,
,,,16.97159911871729,,,,,,,3.0005391445574787,,,
,,,7.425074614438815,,,,,,,105.01887005951176,,,
,,,34.296773219074524,,,,,,,6.717924651158928,,,
,,,144.02587893875898,,,,,,,147.0871923622165,,,
,,,49.00880602777215,,,,,,,87.68659544670601,,,
,,,18.003234867344872,,,,,,,79.5543708689873,,,
,,,6.001078289114957,,,,,,,13.789424283957798,,,
,,,3.0005391445574787,,,,,,,4.242899779679322,,,
,,,26.004672586164816,,,,,,,64.70422164010967,,,
,,,10.001797148524929,,,,,,,97.58669493262443,,,
,,,7.00125800396745,,,,,,,33.589623255794635,,,
,,,126.0226440714141,,,,,,,19.446623990196894,,,
,,,12.002156578229915,,,,,,,25.10382369643599,,,
,,,13.002336293082408,,,,,,,53.38982222763148,,,
,,,11.001976863377422,,,,,,,3.8893247980393792,,,
,,,65.01168146541204,,,,,,,213.20571392888596,,,
,,,104.01869034465926,,,,,,,4.000718859409972,,,
,,,65.01168146541204,,,,,,,38.00682916439473,,,
,,,76.01365832878946,,,,,,,18.003234867344872,,,
,,,17.00305515249238,,,,,,,108.01940920406923,,,
,,,68.01222060996952,,,,,,,17.00305515249238,,,
,,,4.000718859409972,,,,,,,5.0008985742624645,,,
,,,14.142999265610605,,,,,,,80.01437718819943,,,
,,,8.485799559366363,,,,,,,12.002156578229915,,,
,,,28.28599853122121,,,,,,,147.77655286945583,,,
,,,2.828599853122121,,,,,,,53.009524887182124,,,
,,,82.0293957405415,,,,,,,92.01653376642935,,,
,,,74.9578961077362,,,,,,,17.00305515249238,,,
,,,130.11559324361758,,,,,,,34.00611030498476,,,
,,,21.214498898415908,,,,,,,23.004133441607337,,,
,,,28.28599853122121,,,,,,,3.0005391445574787,,,
,,,24.04309875153803,,,,,,,41.00736830895221,,,
,,,8.485799559366363,,,,,,,20.003594297049858,,,
,,,215.03863869328598,,,,,,,138.02480064964402,,,
,,,66.01186118026453,,,,,,,7.00125800396745,,,
,,,35.00629001983725,,,,,,,11.001976863377422,,,
,,,24.00431315645983,,,,,,,39.600397943709694,,,
,,,14.0025160079349,,,,,,,22.62879882497697,,,
,,,18.003234867344872,,,,,,,333.7747826684103,,,
,,,82.01473661790442,,,,,,,22.62879882497697,,,
,,,66.01186118026453,,,,,,,70.71499632805302,,,
,,,29.005211730722294,,,,,,,39.600397943709694,,,
,,,53.009524887182124,,,,,,,166.88739133420515,,,
,,,48.00862631291966,,,,,,,24.04309875153803,,,
,,,157.0282152318414,,,,,,,107.4867944186406,,,
,,,17.00305515249238,,,,,,,42.428997796831815,,,
,,,155.0278558021364,,,,,,,5.657199706244242,,,
,,,154.0276760872839,,,,,,,93.01671348128184,,,
,,,29.005211730722294,,,,,,,44.00790745350969,,,
,,,31.114598384315034,,,,,,,78.01401775849445,,,
,,,19.80019897183684,,,,,,,32.00575087527977,,,
,,,12.728699339037968,,,,,,,70.76271482581387,,,
,,,12.728699339037968,,,,,,,84.0150960476094,,,
,,,4.242899779679322,,,,,,,69.01240032482201,,,
,,,9.90009948591842,,,,,,,49.00880602777215,,,
,,,2.475024871479605,,,,,,,5.0008985742624645,,,
,,,20.86092391675667,,,,,,,10.001797148524929,,,
,,,97.58669493262443,,,,,,,41.00736830895221,,,
,,,48.086197503032324,,,,,,,147.02641808331646,,,
,,,119.15476881266098,,,,,,,71.012759754527,,,
,,,22.628798824956387,,,,,,,8.001437718819943,,,
,,,4.596474761319266,,,,,,,72.12929625454848,,,
,,,15.91087417379746,,,,,,,165.82666638913352,,,
,,,5.657199706239097,,,,,,,2.8285998531195484,,,
,,,57.6327220073108,,,,,,,25.457398678075936,,,
,,,119.02138606744666,,,,,,,6.717924651158928,,,
,,,75.01347861393697,,,,,,,42.78257277843317,,,
,,,115.02066720803668,,,,,,,17.325174100357234,,,
,,,41.00736830895221,,,,,,,2.8285998531195484,,,
,,,35.00629001983725,,,,,,,49.85407241123204,,,
,,,103.01851062980677,,,,,,,42.07542281515328,,,
,,,49.00880602777215,,,,,,,134.35849302317854,,,
,,,17.00305515249238,,,,,,,125.51911848217996,,,
,,,7.00125800396745,,,,,,,12.375124357398024,,,
,,,44.00790745350969,,,,,,,35.7110731456343,,,
,,,3.0005391445574787,,,,,,,96.17239500606465,,,
,,,50.008985742624645,,,,,,,21.00377401190235,,,
,,,47.00844659806717,,,,,,,130.02336293082408,,,
,,,30.005391445574787,,,,,,,64.01150175055955,,,
,,,94.01689319613433,,,,,,,195.7851791823755,,,
,,,6.001078289114957,,,,,,,122.02192521200413,,,
,,,5.0008985742624645,,,,,,,49.00880602777215,,,
,,,16.002875437639887,,,,,,,25.004492871312323,,,
,,,30.407448421035145,,,,,,,62.01114232085456,,,
,,,90.51519529982555,,,,,,,33.005930590132266,,,
,,,24.043098751516162,,,,,,,23.004133441607337,,,
,,,7.071499632798871,,,,,,,43.007727738657195,,,
,,,112.43684416150205,,,,,,,18.003234867344872,,,
,,,3.5357498163994356,,,,,,,115.02066720803668,,,
,,,77.78649596078758,,,,,,,2.000359429704986,,,
,,,42.428997796793226,,,,,,,3.0005391445574787,,,
,,,9.90009948591842,,,,,,,69.01240032482201,,,
,,,87.68659544670601,,,,,,,81.01455690305193,,,
,,,4.242899779679322,,,,,,,43.007727738657195,,,
,,,144.96574247237686,,,,,,,22.003953726754844,,,
,,,38.89324798039379,,,,,,,16.264449155437404,,,
,,,20.507348935116728,,,,,,,87.68659544670601,,,
,,,27.00485230101731,,,,,,,69.30069640142894,,,
,,,38.00682916439473,,,,,,,9.192949522638532,,,
,,,47.00844659806717,,,,,,,28.285998531195485,,,
,,,20.003594297049858,,,,,,,20.507348935116728,,,
,,,19.003414582197365,,,,,,,6.364349669518984,,,
,,,6.001078289114957,,,,,,,45.964747613192664,,,
,,,23.004133441607337,,,,,,,81.32224577718702,,,
,,,12.002156578229915,,,,,,,170.42314115045278,,,
,,,55.00988431688711,,,,,,,4.95004974295921,,,
,,,9.001617433672436,,,,,,,11.314399412478194,,,
,,,11.001976863377422,,,,,,,12.728699339037968,,,
,,,17.00305515249238,,,,,,,28.0050320158698,,,
,,,46.008266883214674,,,,,,,110.01976863377422,,,
,,,98.0176120555443,,,,,,,6.001078289114957,,,
,,,42.0075480238047,,,,,,,141.0253397942015,,,
,,,39.00700887924722,,,,,,,13.002336293082408,,,
,,,16.002875437639887,,,,,,,7.00125800396745,,,
,,,18.003234867344872,,,,,,,49.00880602777215,,,
,,,60.010782891149574,,,,,,,3.0005391445574787,,,
,,,10.001797148524929,,,,,,,176.78176460017812,,,
,,,14.0025160079349,,,,,,,30.005391445574787,,,
,,,4.000718859409972,,,,,,,25.004492871312323,,,
,,,3.0005391445574787,,,,,,,3.0005391445574787,,,
,,,15.002695722787394,,,,,,,19.003414582197365,,,
,,,5.0008985742624645,,,,,,,7.00125800396745,,,
,,,76.01365832878946,,,,,,,3.0005391445574787,,,
,,,8.001437718819943,,,,,,,48.00862631291966,,,
,,,4.242899779679322,,,,,,,49.00880602777215,,,
,,,3.8893247980393792,,,,,,,2.000359429704986,,,
,,,9.90009948591842,,,,,,,31.00557116042728,,,
,,,11.314399412478194,,,,,,,14.0025160079349,,,
,,,3.8893247980393792,,,,,,,33.005930590132266,,,
,,,35.35749816399436,,,,,,,12.002156578229915,,,
,,,59.40059691551052,,,,,,,125.02246435656161,,,
,,,84.50442061194651,,,,,,,82.01473661790442,,,
,,,66.11852156666944,,,,,,,73.01311918423198,,,
,,,88.74732039162583,,,,,,,62.01114232085456,,,
,,,35.00392318235441,,,,,,,68.01222060996952,,,
,,,11.667974394118136,,,,,,,8.001437718819943,,,
,,,151.33009214189585,,,,,,,16.97159911871729,,,
,,,22.275223843316443,,,,,,,59.754171897150464,,,
,,,79.01419747334694,,,,,,,2.475024871479605,,,
,,,69.01240032482201,,,,,,,18.73947402691701,,,
,,,8.001437718819943,,,,,,,6.0107746878790405,,,
,,,14.0025160079349,,,,,,,66.11852156666944,,,
,,,20.003594297049858,,,,,,,10.253674467558364,,,
,,,62.01114232085456,,,,,,,35.7110731456343,,,
,,,62.01114232085456,,,,,,,138.95496778449782,,,
,,,14.0025160079349,,,,,,,151.33009214189585,,,
,,,19.003414582197365,,,,,,,111.72969419822216,,,
,,,3.0005391445574787,,,,,,,7.071499632798871,,,
,,,20.003594297049858,,,,,,,5.657199706239097,,,
,,,7.00125800396745,,,,,,,52.32909728271164,,,
,,,31.00557116042728,,,,,,,142.025519509054,,,
,,,23.004133441607337,,,,,,,230.04133441607337,,,
,,,12.002156578229915,,,,,,,76.01365832878946,,,
,,,13.002336293082408,,,,,,,127.77295857240597,,,
,,,24.00431315645983,,,,,,,59.01060317629708,,,
,,,24.00431315645983,,,,,,,3.0005391445574787,,,
,,,7.00125800396745,,,,,,,93.01671348128184,,,
,,,9.001617433672436,,,,,,,70.0125800396745,,,
,,,12.002156578229915,,,,,,,6.001078289114957,,,
,,,33.005930590132266,,,,,,,10.001797148524929,,,
,,,16.002875437639887,,,,,,,3.0005391445574787,,,
,,,13.002336293082408,,,,,,,4.000718859409972,,,
,,,18.003234867344872,,,,,,,8.001437718819943,,,
,,,10.001797148524929,,,,,,,12.002156578229915,,,
,,,47.00844659806717,,,,,,,5.0008985742624645,,,
,,,10.001797148524929,,,,,,,27.00485230101731,,,
,,,18.003234867344872,,,,,,,13.002336293082408,,,
,,,16.97159911871729,,,,,,,56.0100640317396,,,
,,,43.843297723353004,,,,,,,20.003594297049858,,,
,,,39.60039794367368,,,,,,,41.00736830895221,,,
,,,127.28699339037968,,,,,,,18.003234867344872,,,
,,,70.71499632798871,,,,,,,42.0075480238047,,,
,,,7.071499632798871,,,,,,,10.001797148524929,,,
,,,11.314399412478194,,,,,,,3.0005391445574787,,,
,,,21.214498898396613,,,,,,,12.002156578229915,,,
,,,31.114598384315034,,,,,,,24.00431315645983,,,
,,,35.35749816399436,,,,,,,10.001797148524929,,,
