0.0,326,-5
10.0,10171,5
20.0,44313,15
30.0,74303,25
40.0,92294,35
50.0,112447,45
60.0,97761,55
70.0,106740,65
80.0,94001,75
90.0,105704,85
100.0,100155,95
110.0,112507,105
120.0,56703,115
130.0,121418,125
140.0,50535,135
150.0,41011,145
160.0,43862,155
170.0,94771,165
180.0,37843,175
190.0,62058,185
200.0,0,195
210.0,35124,205
220.0,33025,215
230.0,66594,225
240.0,29340,235
250.0,34025,245
260.0,0,255
270.0,20616,265
280.0,38082,275
290.0,0,285
300.0,10007,295
310.0,36244,305
320.0,0,315
330.0,2778,325
340.0,0,335
350.0,2376,345
360.0,0,355
370.0,3500,365
380.0,0,375
390.0,30191,385
400.0,0,395
410.0,9282,405
420.0,0,415
430.0,70078,425
