0.0,811,-5
10.0,11284,5
20.0,46113,15
30.0,73276,25
40.0,97169,35
50.0,106410,45
60.0,105901,55
70.0,123637,65
80.0,109027,75
90.0,122492,85
100.0,121846,95
110.0,148395,105
120.0,66284,115
130.0,103017,125
140.0,68918,135
150.0,57285,145
160.0,47696,155
170.0,105295,165
180.0,83456,175
190.0,59407,185
200.0,0,195
210.0,36389,205
220.0,22186,215
230.0,69370,225
240.0,33857,235
250.0,26916,245
260.0,0,255
270.0,6044,265
280.0,30883,275
290.0,0,285
300.0,3821,295
310.0,19361,305
320.0,0,315
330.0,36754,325
340.0,0,335
350.0,17504,345
