R,pdf,cdf,satn,bin_centers,bin_edges,bin_widths
2.0033444816053514,0.0,1.0,0.0,2.0033444816053514,1.0,2.0066889632107023
4.010033444816053,5.204608522277104e-05,1.0,0.00010444030479485828,4.010033444816053,3.0066889632107023,2.0066889632107023
6.016722408026755,8.280938466671379e-05,0.9998955596952052,0.0001661726782609641,6.016722408026755,5.013377926421405,2.006688963210702
8.023411371237458,8.106806583026416e-05,0.9997293870169442,0.0001626783929704298,8.023411371237458,7.020066889632107,2.006688963210703
10.03010033444816,0.00024339767736150913,0.9995667086239738,0.0004884234328324599,10.03010033444816,9.02675585284281,2.006688963210703
12.036789297658864,0.00044055366562174625,0.9990782851911413,0.0008840541785051758,12.036789297658864,11.033444816053512,2.006688963210701
14.043478260869565,0.0006868535410440044,0.9981942310126362,0.001378301420155193,14.043478260869565,13.040133779264213,2.006688963210703
16.05016722408027,0.0005947571225828927,0.996815929592481,0.001193492553678046,16.05016722408027,15.046822742474916,2.006688963210703
18.05685618729097,0.0009730102698338866,0.9956224370388029,0.001952528969566328,18.05685618729097,17.05351170568562,2.006688963210703
20.063545150501675,0.001632196189365414,0.9936699080692366,0.0032753100789941424,20.063545150501675,19.06020066889632,2.006688963210703
22.070234113712374,0.0019084854447487486,0.9903945979902424,0.0038297366784255833,22.070234113712374,21.066889632107024,2.006688963210703
24.076923076923077,0.0009772668269896541,0.9865648613118169,0.001961070555832079,24.076923076923077,23.073578595317727,2.0066889632106992
26.08361204013378,0.002306860498554271,0.9846037907559848,0.004629151502115595,26.08361204013378,25.080267558528426,2.006688963210703
28.09030100334448,0.0014478098725724745,0.9799746392538692,0.0029053040921186786,28.09030100334448,27.08695652173913,2.006688963210703
30.096989966555185,0.0018684351115104082,0.9770693351617505,0.003749368116743295,30.096989966555185,29.093645484949832,2.006688963210703
32.103678929765884,0.001898231011600768,0.9733199670450072,0.0038091592206035488,32.103678929765884,31.100334448160535,2.006688963210703
34.11036789297658,0.004783596323597744,0.9695108078244037,0.00959918994701887,34.11036789297658,33.10702341137124,2.0066889632106992
36.11705685618729,0.003278129449551702,0.9599116178773848,0.006578186186391388,36.11705685618729,35.11371237458194,2.0066889632107063
38.123745819397996,0.0032514292273928204,0.9533334316909934,0.006524607145269864,38.123745819397996,37.12040133779264,2.0066889632106992
40.130434782608695,0.0,0.9468088245457236,0.0,40.130434782608695,39.12709030100334,2.0066889632107063
42.137123745819395,0.003521333647042507,0.9468088245457236,0.007066221365302679,42.137123745819395,41.13377926421405,2.0066889632106992
44.1438127090301,0.002965272498602927,0.9397426031804209,0.005950379595858728,44.1438127090301,43.14046822742475,2.0066889632107063
46.15050167224081,0.004773341890449764,0.9337922235845622,0.009578612489196836,46.15050167224081,45.147157190635454,2.0066889632106992
48.1571906354515,0.0059585995784597855,0.9242136110953653,0.011957056010287176,48.1571906354515,47.15384615384615,2.0066889632106992
50.163879598662206,0.005954729981045431,0.9122565550850781,0.011949290931863766,50.163879598662206,49.16053511705685,2.0066889632107063
52.17056856187291,0.0,0.9003072641532143,0.0,52.17056856187291,51.16722408026756,2.0066889632106992
54.17725752508361,0.006536717432161027,0.9003072641532143,0.01311715872674456,54.17725752508361,53.17391304347826,2.0066889632107063
56.18394648829431,0.0053795143254049375,0.8871901054264697,0.010795012024223938,56.18394648829431,55.180602006688964,2.0066889632106992
58.19063545150502,0.0,0.8763950934022458,0.0,58.19063545150502,57.187290969899664,2.0066889632107063
60.19732441471572,0.008524529623903617,0.8763950934022458,0.017106079512850043,60.19732441471572,59.19397993311037,2.0066889632106992
62.20401337792642,0.012136411850441458,0.8592890138893957,0.0243540037132605,62.20401337792642,61.20066889632107,2.0066889632107063
64.21070234113712,0.0,0.8349350101761353,0.0,64.21070234113712,63.207357859531776,2.0066889632106992
66.21739130434783,0.008379613200736836,0.8349350101761353,0.01681527732589335,66.21739130434783,65.21404682274247,2.0066889632107063
68.22408026755852,0.0,0.8181197328502419,0.0,68.22408026755852,67.22073578595318,2.006688963210692
70.23076923076923,0.011835163691735682,0.8181197328502419,0.023749492357998073,70.23076923076923,69.22742474916387,2.0066889632107063
72.23745819397993,0.0,0.7943702404922438,0.0,72.23745819397993,71.23411371237458,2.0066889632107063
74.24414715719064,0.01410816521291454,0.7943702404922438,0.028310699423908833,74.24414715719064,73.24080267558529,2.0066889632107063
76.25083612040135,0.0,0.766059541068335,0.0,76.25083612040135,75.24749163879599,2.006688963210692
78.25752508361204,0.012619724567491579,0.766059541068335,0.025323862008344356,78.25752508361204,77.25418060200668,2.0066889632107063
80.26421404682274,0.0,0.7407356790599906,0.0,80.26421404682274,79.26086956521739,2.0066889632107063
82.27090301003344,0.014728848638173562,0.7407356790599906,0.02955621800302372,82.27090301003344,81.2675585284281,2.006688963210692
84.27759197324414,0.0,0.7111794610569668,0.0,84.27759197324414,83.27424749163879,2.0066889632107063
86.28428093645485,0.017139220867561117,0.7111794610569668,0.03439308535296552,86.28428093645485,85.2809364548495,2.0066889632107063
88.29096989966555,0.0,0.6767863757040014,0.0,88.29096989966555,87.2876254180602,2.0066889632107063
90.29765886287626,0.0,0.6767863757040014,0.0,90.29765886287626,89.29431438127091,2.006688963210692
92.30434782608695,0.025098402309230737,0.6767863757040014,0.050364686908155425,92.30434782608695,91.3010033444816,2.0066889632107063
94.31103678929766,0.0,0.6264216887958459,0.0,94.31103678929766,93.3076923076923,2.0066889632107063
96.31772575250835,0.020254633745840286,0.6264216887958459,0.04064474999165254,96.31772575250835,95.31438127090301,2.006688963210692
98.32441471571906,0.0,0.5857769388041933,0.0,98.32441471571906,97.3210702341137,2.0066889632107063
100.33110367892976,0.0,0.5857769388041933,0.0,100.33110367892976,99.32775919732441,2.0066889632107063
102.33779264214047,0.026543503463613175,0.5857769388041933,0.05326455544537771,102.33779264214047,101.33444816053512,2.0066889632107063
