0.0,337,-5
10.0,13893,5
20.0,72238,15
30.0,127833,25
40.0,229425,35
50.0,301521,45
60.0,291226,55
70.0,272837,65
80.0,166812,75
90.0,125406,85
100.0,91853,95
110.0,50153,105
120.0,16042,115
130.0,22791,125
140.0,3745,135
