0.0,297,-5
10.0,7876,5
20.0,35337,15
30.0,51996,25
40.0,87098,35
50.0,131425,45
60.0,134907,55
70.0,171554,65
80.0,122931,75
90.0,162843,85
100.0,186591,95
110.0,205524,105
120.0,89815,115
130.0,186022,125
140.0,76444,135
150.0,98843,145
160.0,87150,155
170.0,113503,165
180.0,22053,175
190.0,34791,185
200.0,0,195
210.0,51722,205
220.0,523,215
230.0,363,225
240.0,727,235
250.0,442,245
260.0,0,255
270.0,719,265
280.0,31577,275
