0.0,447,-5
10.0,12044,5
20.0,57690,15
30.0,90671,25
40.0,128578,35
50.0,136702,45
60.0,142079,55
70.0,157586,65
80.0,106311,75
90.0,119972,85
100.0,144472,95
110.0,167821,105
120.0,73937,115
130.0,154903,125
140.0,69869,135
150.0,80477,145
160.0,66163,155
170.0,97894,165
180.0,68981,175
190.0,41884,185
200.0,0,195
210.0,62494,205
220.0,46198,215
230.0,36354,225
240.0,31697,235
250.0,30439,245
260.0,0,255
270.0,22388,265
280.0,9762,275
290.0,0,285
