0.0,594,-5
10.0,14393,5
20.0,70343,15
30.0,109912,25
40.0,157885,35
50.0,177189,45
60.0,139651,55
70.0,162565,65
80.0,117377,75
90.0,124674,85
100.0,154909,95
110.0,160681,105
120.0,70914,115
130.0,106429,125
140.0,65965,135
150.0,43720,145
160.0,52126,155
170.0,76640,165
180.0,36993,175
190.0,32392,185
200.0,0,195
210.0,12130,205
220.0,69489,215
230.0,31352,225
240.0,29896,235
250.0,3103,245
260.0,0,255
270.0,10530,265
280.0,29519,275
290.0,0,285
300.0,7658,295
310.0,2618,305
320.0,0,315
330.0,51096,325
