0.0,254,-5
10.0,9525,5
20.0,43556,15
30.0,76043,25
40.0,127293,35
50.0,169544,45
60.0,189880,55
70.0,259623,65
80.0,209621,75
90.0,240304,85
100.0,248584,95
110.0,264425,105
120.0,94332,115
130.0,105206,125
140.0,63529,135
150.0,54472,145
160.0,34522,155
170.0,25833,165
180.0,9633,175
