0.0,277,-5
10.0,4953,5
20.0,17287,15
30.0,32944,25
40.0,50348,35
50.0,63435,45
60.0,65808,55
70.0,99969,65
80.0,74985,75
90.0,123815,85
100.0,165137,95
110.0,254851,105
120.0,148978,115
130.0,269240,125
140.0,145982,135
150.0,217200,145
160.0,177464,155
170.0,350942,165
180.0,187552,175
190.0,134904,185
200.0,0,195
210.0,109143,205
220.0,74883,215
230.0,38471,225
240.0,23689,235
250.0,24347,245
260.0,0,255
270.0,5089,265
280.0,5938,275
290.0,0,285
300.0,49101,295
310.0,15962,305
320.0,0,315
330.0,1154,325
340.0,0,335
350.0,1687,345
360.0,0,355
370.0,3488,365
380.0,0,375
