0.0,1435,-5
10.0,12703,5
20.0,30108,15
30.0,64818,25
40.0,98568,35
50.0,114343,45
60.0,120451,55
70.0,143391,65
80.0,117046,75
90.0,145334,85
100.0,144705,95
110.0,175321,105
120.0,94238,115
130.0,228064,125
140.0,96745,135
150.0,89693,145
160.0,101563,155
170.0,185529,165
180.0,86649,175
190.0,116875,185
200.0,0,195
210.0,86835,205
220.0,115260,215
230.0,51017,225
240.0,125132,235
250.0,91872,245
260.0,0,255
270.0,123005,265
280.0,97219,275
290.0,0,285
300.0,28247,295
310.0,52491,305
320.0,0,315
330.0,106182,325
340.0,0,335
350.0,31020,345
360.0,0,355
370.0,19051,365
380.0,0,375
390.0,147086,385
400.0,0,395
410.0,76897,405
420.0,0,415
430.0,9282,425
440.0,0,435
450.0,0,445
460.0,8037,455
470.0,0,465
480.0,69519,475
