0.0,335,-5
10.0,8833,5
20.0,39436,15
30.0,58612,25
40.0,70299,35
50.0,101415,45
60.0,84329,55
70.0,99514,65
80.0,84536,75
90.0,114724,85
100.0,96996,95
110.0,130558,105
120.0,89270,115
130.0,108590,125
140.0,75656,135
150.0,93502,145
160.0,99057,155
170.0,158916,165
180.0,108126,175
190.0,88442,185
200.0,0,195
210.0,87987,205
220.0,72304,215
230.0,103656,225
240.0,66510,235
250.0,54406,245
260.0,0,255
270.0,34580,265
280.0,40080,275
290.0,0,285
300.0,52175,295
310.0,30588,305
320.0,0,315
330.0,43252,325
