0.0,803,-5
10.0,14996,5
20.0,56958,15
30.0,77004,25
40.0,108782,35
50.0,116954,45
60.0,109932,55
70.0,112246,65
80.0,97598,75
90.0,136036,85
100.0,121862,95
110.0,143667,105
120.0,76431,115
130.0,124097,125
140.0,71037,135
150.0,68272,145
160.0,73014,155
170.0,154164,165
180.0,88366,175
190.0,84496,185
200.0,0,195
210.0,93649,205
220.0,65982,215
230.0,64821,225
240.0,106806,235
250.0,37672,245
260.0,0,255
270.0,37134,265
280.0,58633,275
290.0,0,285
300.0,40095,295
310.0,80257,305
320.0,0,315
330.0,69410,325
