0.0,533,-5
10.0,13695,5
20.0,52688,15
30.0,92439,25
40.0,122199,35
50.0,140863,45
60.0,153093,55
70.0,201749,65
80.0,126988,75
90.0,168240,85
100.0,174801,95
110.0,174796,105
120.0,91649,115
130.0,188097,125
140.0,137836,135
150.0,84419,145
160.0,109640,155
170.0,137268,165
180.0,63929,175
190.0,70206,185
200.0,0,195
210.0,79009,205
220.0,77430,215
230.0,38111,225
240.0,59669,235
250.0,66947,245
260.0,0,255
270.0,40579,265
280.0,64719,275
290.0,0,285
300.0,68814,295
310.0,5135,305
320.0,0,315
330.0,6299,325
340.0,0,335
350.0,4954,345
360.0,0,355
370.0,3961,365
380.0,0,375
390.0,48443,385
400.0,0,395
410.0,56523,405
