0.0,1182,-5
10.0,16521,5
20.0,58629,15
30.0,93088,25
40.0,125155,35
50.0,135224,45
60.0,137259,55
70.0,134260,65
80.0,98716,75
90.0,150978,85
100.0,141702,95
110.0,157653,105
120.0,58641,115
130.0,156047,125
140.0,74228,135
150.0,56823,145
160.0,46714,155
170.0,168086,165
180.0,50543,175
190.0,116103,185
200.0,0,195
210.0,91830,205
220.0,69778,215
230.0,54283,225
240.0,75611,235
250.0,62125,245
260.0,0,255
270.0,80176,265
280.0,25622,275
290.0,0,285
300.0,4699,295
310.0,43181,305
320.0,0,315
330.0,32506,325
