0.0,1411,-5
10.0,17868,5
20.0,60845,15
30.0,98354,25
40.0,155910,35
50.0,177749,45
60.0,147453,55
70.0,182045,65
80.0,153883,75
90.0,136263,85
100.0,131394,95
110.0,153663,105
120.0,55686,115
130.0,130926,125
140.0,62079,135
150.0,41994,145
160.0,52049,155
170.0,119642,165
180.0,19756,175
190.0,14502,185
200.0,0,195
210.0,41480,205
220.0,56491,215
230.0,107388,225
240.0,46941,235
250.0,55229,245
260.0,0,255
270.0,29668,265
280.0,51499,275
290.0,0,285
300.0,5565,295
310.0,2956,305
320.0,0,315
330.0,32481,325
340.0,0,335
350.0,11849,345
360.0,0,355
370.0,4170,365
380.0,0,375
